(-57.810100091564536+22.121351214527028j)
(-42.35867029452172-13.044305007346455j)
(-38.56837877635483-28.845972926520517j)
(-40.32905332107443+18.625069267997873j)
(-24.17168586382844-23.552004760309398j)
(-26.96505487227496+15.192354996328156j)
(-28.359979049947988+2.537520121750938j)
(-17.400555404460494-35.84081940267161j)
(-16.118423792732766-7.93480647918281j)
(-12.49472119806934-17.80298762706591j)
(-7.988413040822122-48.81199329369879j)
(-10.982317173373822+22.229277020897594j)
(-3.996762054859331-12.617463296478627j)
(-2.0442651916669816-3.471045343617497j)
(3.442017166973449-37.757451718323345j)
(1.550591746464905-7.491473249240985j)
(-0.860195686749635+5.139676741944565j)
(8.109774062847215-11.719138851009314j)
(12.116552583127582-27.306474057961186j)
(4.766898865949276+0.4436582067170986j)
(7.01232370687565-0.8319415338126429j)
(15.750562827675811-47.73943712661454j)
(20.894460985665482-6.018257859940024j)
(24.290881509441597-33.930088757927436j)
(29.896511644034096-20.21279401344705j)
(31.890038850074806-6.651411630945574j)
(45.45702132565358-25.450981014648374j)
(42.102992045243475+7.394449999221166j)
