[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[0.07209917781175867,-0.6315356866105817],[-2.7795040085941465,5.010185048864136],[1.6050009640583351,0.001916361084071787],[nan,nan],[-1.1323705574653347,-0.012071065399808428],[nan,nan],[1.594123459584687,-0.010619016959918556],[-1.1556687592188677,-0.000677342143430338],[-1.1203955303850897,-0.004649748659553407],[-0.09491662427486554,0.03539866461641977],[5.8846924049666,0.019408064307878052],[0.08925391970796706,-2.1948336768878844],[3.185889721897867,5.13475556218412],[2.121394373182386,-0.030935941107329334],[4.790187336921933,5.9540748465754],[-0.9918852790919988,0.028868069209731353]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-0.13314894964192495,-0.004907455220412603],[nan,nan],[-1.1864687308512882,0.0014149772149760955],[-0.9753673935668352,0.13304045594680308],[1.6088709662576626,0.012758221259700862],[0.05851825120063886,-1.8967738830543495],[-3.2762479968810956,5.245351142156195],[0.0988420629596173,-2.8602298454053456],[0.08345587922165644,2.8856204509302783],[-5.564689956318704,6.409226904034954],[-0.7517750043893234,0.09861992572382003],[0.0679387663203734,-1.2641772353068557],[5.8670163871414704,-0.0034154100291232184],[1.6068851970529563,0.011659939673003482],[0.14461791282481481,2.9186171385191284],[1.6009281230790604,0.025321680421818777],[4.209192191906152,5.659045134924235],[-0.8770025948504296,0.12733806524977856]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-0.09602032770162441,0.03407771334592098],[3.9174432081980446,5.495364027178862],[-1.18283862532532,-0.0025838801076662936],[-1.0605975328585442,0.07498378934762576],[-1.1728861552683794,0.009813585023278216],[5.57592203649476,6.292433468472552],[-1.1833210810106038,-0.004159150895239671],[0.09945910472474793,-2.833660732792318],[0.07005575098823309,-2.0928876250362274],[-0.8893678578340423,0.13606984037091469],[-3.3332469831188223,5.303840315741728],[4.371725031667743,5.737257335962387],[-1.0849235614845707,0.06809522857612908],[5.810840471964394,0.005016360548912288],[1.6095666294579565,0.0034785030178326923],[-3.333661941641223,5.278296156959391],[2.328664481833969,4.593199166092722],[5.445143964748523,6.263934238865537],[5.871872464496553,-0.0010311600776639444]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[6.448989185177658,6.681006269995813],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-1.1657187842889931,0.0006690715494903528],[5.886030780456254,0.02326346238821152],[-1.1855897969661287,-0.003562601228277104],[1.6082533338885583,0.005302109886147668],[1.7769518947768113,-0.1492038365538586],[4.237177141553276,5.676902618532275],[2.5914350141546088,4.714064957476939],[0.12523615056259335,11.486758991923557],[0.11320050974915097,2.9098223153430602],[0.10316535289222353,-3.0945672475156973],[0.05674580892673378,-1.5925927993277604],[-1.1930858916310003,0.007015650496330034],[1.6080223711683752,0.007597165345907859],[4.3183777983296325,5.708744885557845],[-5.034801885485799,0.3782496646858146],[1.6049712933206632,0.002241103667372751],[1.6009758480526597,-0.005086278304620533],[0.11200780375923983,2.9105416851753025],[1.6084425817400794,0.004286320137940981],[-0.8652279065337475,0.14075693177853685],[6.861873314952696,6.90351910635347],[0.083065503064056,2.880000812226725]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-5.54383410458972,-0.010339925822880618],[3.0949166755800337,5.021620541082266],[5.867488219149887,-0.010217331827922803],[0.08570979823978286,-1.9680829627573655],[0.07465450057126706,-1.7502976140725488],[1.6327024549045897,0.04035416352930085],[-2.7965918055751877,5.0108579833949625],[1.601609480755662,0.001728590439260649],[1.6083658132984688,0.005010824500699288],[1.613026809672903,0.014894099834907304],[0.2621211911082929,3.0391352339301267],[1.60923499691193,0.0034309673506246275],[1.6076515077639684,0.001889477163963673],[0.09187504613864501,-2.2386869465110433],[1.608677314428134,0.008016908727192806],[0.07374422127503968,2.870759459962779],[-2.335228291874499,4.670652014524301],[-0.886550869240017,0.06609449643482515],[1.6009967425131073,-0.003145294017847234],[0.07663196588761642,-1.851032661429935],[1.6036715731781315,0.001866193082322604],[2.537268001328191,4.731915355109181],[1.588088137962766,0.08246332147817867],[3.021327601247021,5.042936133030661],[-5.540011196464491,-0.00834898170872412],[0.07747590712171697,-1.0445439996563042]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-1.1781893981594753,-0.0012791842729589368],[-5.545100413030712,-0.008817650329031961],[-1.1668820354538214,-0.0007742963764500975],[-0.9193505265727907,0.04837339544540149],[1.6083022306347465,0.001712238612908925],[0.09694929778699823,2.895935458249494],[0.07724214784685039,2.87568678242456],[-1.1876116344282626,0.003458203658577805],[-1.1845351055747038,0.0023407664930452377],[-1.1645917621981623,0.018862842615701463],[0.06890045224812617,-1.5816209344323828],[-1.1843567012380407,-0.0034088215621178525],[4.519960027215507,5.8086892263673136],[-0.9021195476308393,0.058889163672090364],[-1.1816905832720412,0.0023968481963246857],[-1.0381590455319727,0.024537513199755723],[0.10622156269105032,2.904628928913171],[-0.8079343236059995,0.08601135382360428],[1.602456447969568,0.05185841506298873],[-1.4814275453112884,3.9917662091020896],[5.8713579342745295,-0.0028706455865328932],[-1.1615229436247587,-0.0018272809124232209],[3.272150363720833,5.123152075050384]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-1.1509475163876814,0.0007161685642115348],[1.6075700276436544,0.009519123631722125],[1.60311632158408,0.0027561455378203046],[1.6082828083959912,0.006069589712354249],[1.6043192634076382,0.03909878104311876],[0.07413384247228266,2.875589529359356],[1.60405700035363,0.002299596893295607],[1.6055528063865703,-0.00023536712164490964],[0.07036995637861859,-1.5612325622785828],[1.609273509959135,0.0088110653972774],[1.6091415553689739,0.0032116719547163873],[1.609426970209878,0.0031190061068825103],[1.6133737228348781,0.02014207716184789],[-1.1318807318482444,-0.008237175397964702],[1.6083598652300068,0.004291128037903793],[1.60867919214454,0.0022799021753360316],[1.5987546949808267,-0.003081750608834949],[1.605624169694711,0.04130122131082747],[-1.7795288204220912,4.288937088339979],[1.5942029347014008,0.00340319417202916],[3.6613980823498826,5.387111138934185],[-1.155792274056265,-0.0019987720209479927],[1.5770247706605611,0.0011955399758385582]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-1.100071741825201,0.012708366914855093],[-3.65109316710198,5.449154826533841],[-5.577418714506014,6.364222819873556],[1.5904530592988484,0.0005618871282196299],[0.09244878192936005,-2.491971105305033],[1.5537121964731706,-0.14694678377968248],[0.07149729276232233,-1.6103188901825185],[1.6090392908963145,0.0032470044808962624],[4.235554302773467,5.667022089914676],[1.4708197069001623,0.007745887765375631],[-1.184074211591806,-0.004468761528767472],[1.6078034262077976,0.0058887737239295065],[-1.184419704479428,0.0018108233403551794],[-1.177170410391359,-0.00300571713401499],[1.608040904607987,0.0023122115044747413],[1.6101128979965915,0.004770120375051069],[-1.1807376297599128,-0.006043202103015614],[-0.9246569935987189,0.056402748458173384],[-3.3328953096762852,5.2767311068645855],[1.6002677543533903,0.08680276136946605],[4.272994109054283,5.692636844742031],[-0.09374250503545947,0.0368820573742754],[-0.09402483689759113,0.03648044512516957]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[-3.9257768140589566,5.608895139229302],[-4.236729862547491,5.79589982636046],[1.31680946574102,0.23529160738876995],[-4.614908616795678,5.93855339970473],[-0.630888579929616,0.110093488883092],[1.604617071185524,0.014916682860257583],[-1.165972412368696,0.016625362411254764],[-1.1788184987890287,-0.0014704832533956784],[-1.186505688984945,0.0016159512475490403],[-1.1863740510437666,0.0025444745105521306],[-1.182462407702279,-0.003933000482547366],[1.6046265216888285,0.0027941517403829016],[-1.1793314757449473,0.006732040916277075],[1.6033179918795653,0.039135609961008996],[-1.1818684072789245,-0.003883123005604911],[1.6080042451699978,0.0024237144165009054],[-0.16068758111230858,-0.0287309918296101],[-0.5021248485096804,0.16722407935434597],[-0.6550070401889121,0.0898609094436312],[0.06228192740415346,-1.479041936000093],[4.682199179043502,5.881817956664262],[1.5955813020299496,0.057965785242879556],[4.216343490549814,5.662455709524578]
[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[nan,nan],[0.050254037095229825,-1.364688132391446],[-2.9202944029679796,5.034328316705033],[-3.2428678083168716,5.219135034073347],[-3.341688376426844,5.309429259911898],[1.6076842813464582,0.012864539286898256],[1.6085805265840971,0.002374361181823101],[0.08398749609486707,2.8808670592609333],[-1.1850341826008641,0.0006093587677606194],[-1.115408222012695,0.05932782730559261],[1.609309471982254,0.005192755838669287],[-1.1391693728656365,-0.0026800848154679424],[-1.1753000476685065,0.007653782704993985],[1.6070017123175306,0.011552144676493426],[-0.13078115431624635,-0.002860904481849509],[-1.1745240786428925,-2.6171419660582507e-05],[0.09663379740475363,2.891184141441791],[0.06865172490602885,-1.3654733800314571],[-0.33743554122449754,0.010623247465746694],[-1.1734031963792562,-0.0006546923054774854],[2.1662213020996672,4.490493406334606],[-1.0570419795356516,0.07612287520795259],[-1.1875206543443526,-0.00022456178111666166],[-1.1612433957358852,0.0218593469353804]
