[348441683484.35254],[276552104862.6872],[216969770082.89508],[168048839033.6297],[128069507032.15028],[95914877926.23564],[70223061353.0434],[50057933492.641365],[34375117477.328026],[22516282044.58939],[13822479430.547478],[7680789789.802494],[3621109104.629709],[1229630882.242754],[149582837.6009607],[79917127.2056082],[773360747.24037],[2026749104.4323897],[3660856389.961047],[5541483551.778108],[7545892674.774892],[9588619104.881308],[11598236475.569927],[13523664370.988754],[15312296899.621017],[16951303411.97786],[18401594750.0851],[19661275901.14043],[20734896124.598957],[21599254071.514774],[22273980640.85806],[22764926802.243782],[23079401025.012543],[23229848633.62827],[23228084987.82263],[23085056211.85611],[22820380838.742027],[22444292012.128273],[21970922463.585625],[21411663217.074966],[20783471139.506306],[20093292788.307068],[19356690091.878826],[18580777826.092472],[17777775032.581486],[16956329137.734371],[16122788816.950394],[15286300601.198544],[14450595611.100382],[13624689120.526995],[12811134872.007975],[12014611954.540583],[11239230842.416492],[10487557172.768848],[9762540939.111992],[9065316523.355326],[8397845958.316898],[7760864358.895695],[7155395897.553493],[6581576339.941144],[6039486682.753968],[5529096774.326426],[5049817553.104769],[4601130470.541557],[4182309645.427875],[3792260435.628466],[3430201403.2795153],[3094969164.9207516],[2785332972.654304],[2500173536.199528],[2238226632.0833497],[1998239056.7108257],[1778997782.8857052],[1579167582.7253776],[1397601625.869699],[1233034943.8971083],[1084288564.0561805],[950238466.3800362],[829780587.8758409],[721835456.6215252],[625412866.9624518],[539542706.1949509],[463308086.60747993],[395861056.26792574],[336386471.62554604],[284133834.4539972],[238398407.8154646],[198532224.2677035],[163934919.3226209],[134058239.78699975],[108403061.45070456],[86517178.21749736],[67996670.21288757],[52482040.88526007],[39660556.72363318],[29263621.632157367],[21064350.086186532],[14878169.458863577],[10563417.662834033],[8018719.615945493],[7183528.6824534405],[8037667.525760308],[10601541.588184835],[14935863.363275632],[21142561.733354393],[29363595.019439895],[39783646.86183288],[52629482.21423902],[68170359.47302042],[86720512.69842869],[108636551.97237444],[134325770.47353345],[164237288.88182244],[198871406.1328807],[238778481.69426972],[284557284.1730895],[336855704.3889302],[396377849.25942165],[463875414.1412853],[540156512.5018927],[626079181.9002662],[722554284.9406538],[830545690.6321507],[951060913.2733005],[1085158301.4507518],[1233940020.294924],[1398552479.498157],[1580168293.3752935],[1779997656.9590006],[1999275869.9962778],[2239256541.933518],[2501176058.065467],[2786302331.204522],[3095853585.9515357],[3431033246.3843985],[3793005932.3345],[4182826520.7641835],[4601528770.728004],[5049987190.982281],[5528954716.502557],[6039052926.787283],[6580651502.335271],[7153952060.341796],[7758906429.333586],[8395164788.578742],[9061970703.095873],[9758310627.466524],[10482695545.88792],[11233199400.592009],[12007364800.053308],[12802198982.540106],[13614133108.786081],[14438932749.50181],[15271649399.193468],[16106702800.361345],[16937612451.531607],[17757177649.04634],[18557461678.470448],[19329506197.912384],[20063715753.852016],[20749506677.746452],[21375694238.300587],[21930076149.288788],[22400092389.347965],[22772633603.92146],[23033895637.92229],[23170262294.22632],[23167986891.35785],[23013751489.636578],[22694924142.594303],[22200348414.793354],[21520304617.178185],[20647635928.46199],[19578835464.751793],[18313659750.163033],[16858156104.355207],[15224151897.221865],[13431748334.32486],[11510762427.192228],[9502688542.11915],[7463139694.229422],[5463821245.221281],[3596454726.1686316],[1975519847.4929833],[742267908.6221466],[69171212.54820791],[164862418.38667405],[1279771978.6660619],[3712613697.078275],[7817235715.4565325],[14011451659.738764],[22784460588.481327],[34709845305.89587],[50453808524.01437],[70790340594.34312],[96615111680.32248],[128959332704.16751],[169010419286.4814],[218134230299.6788],[277885048819.2974],[350049456323.4212]
[441430950112.3884],[357119653558.1727],[286592318869.7242],[227638383541.94815],[178999281729.99133],[138851143038.2904],[106168511843.6272],[79719136383.39651],[58552626635.50821],[41898308385.524796],[28949343175.64411],[19137343112.35067],[11874668500.789804],[6737697232.870234],[3287808523.833342],[1202250866.0720081],[197037780.19779325],[25020190.724828195],[483609592.7841225],[1401539906.8213048],[2645798733.359555],[4091603164.442668],[5646181105.543459],[7240502519.258227],[8821844808.287817],[10328646243.560085],[11747593134.118347],[13034021132.945194],[14187260043.235514],[15187682899.73506],[16028545638.184206],[16719387963.179737],[17258469613.898106],[17646456677.111694],[17900170613.15452],[18021266744.0509],[18024266092.316727],[17916218365.555454],[17709208341.848354],[17416421841.53802],[17046185348.896423],[16609159641.271185],[16115241253.949484],[15574337315.703163],[14996476740.430483],[14388909706.170158],[13759619898.329613],[13116108599.666487],[12463208098.142067],[11807739973.641645],[11154897981.192947],[10508345652.681461],[9872606777.669903],[9251030646.693825],[8645966122.803888],[8059877927.843132],[7494795825.594275],[6951924758.707868],[6432700263.869355],[5937743289.067703],[5467684519.327046],[5022725929.261992],[4602814791.578768],[4207874432.6510468],[3837444907.067507],[3491044898.1473227],[3168064111.0293503],[2867828481.2105813],[2589378138.37034],[2331953839.2622204],[2094547577.5411777],[1876210179.4773011],[1676001400.6627624],[1492872922.1773028],[1325816435.8777726],[1173853338.2225523],[1036008460.4844475],[911301706.6471097],[798816407.1419802],[697642462.4340625],[606910261.7650038],[525787868.50631094],[453484418.4526845],[389246282.0288028],[332368717.0513653],[282179463.6113962],[238059299.23407924],[199431059.88927054],[165755317.04869854],[136542936.3043285],[111341300.88057852],[89745182.67761175],[71387932.83585463],[55945102.66923034],[43130957.1779373],[32700730.70251835],[24447630.068146713],[18203736.113981172],[13839252.439294912],[11261096.550301578],[10413952.605067287],[11279457.700179746],[13876274.493568532],[18259988.336970896],[24523510.57656463],[32797179.71746514],[43249578.34406504],[56086779.19136946],[71555031.78127073],[89938338.26845586],[111562787.90013875],[136793643.29108],[166038772.94215605],[199747786.3568939],[238413295.1754691],[282570542.60683453],[332797823.9626421],[389718587.972118],[453995687.9909484],[526342493.4287014],[607506452.3087008],[698281395.9710221],[799497377.9124057],[912023636.4600271],[1036761529.599856],[1174643183.3384209],[1326628806.2116535],[1493696306.842386],[1676840114.5732594],[1877061275.0762262],[2095357876.6179438],[2332722262.569351],[2590112643.903399],[2868453775.41288],[3168643687.221605],[3491479118.7932653],[3837688305.8840036],[4207912094.4825363],[4602642316.284663],[5022229178.085668],[5466861079.526799],[5936506652.256723],[6430929143.699239],[6949597651.406899],[7491738639.803699],[8056172466.740024],[8641444546.372192],[9245632151.606548],[9866404628.416025],[10500958824.619173],[11145953748.553947],[11797540207.890182],[12451318193.064934],[13102118588.787706],[13744339260.609962],[14371566277.582092],[14976880113.486395],[15552494989.121346],[16090222016.239864],[16580993388.928806],[17015280182.214354],[17383074060.22023],[17673855022.04611],[17876791741.843678],[17981046583.085052],[17975765232.382053],[17850361090.910076],[17594888978.601967],[17200519828.88252],[16659688996.209364],[15966979816.93236],[15119674816.081806],[14118120546.788881],[12967225668.382046],[11677107205.922934],[10264449054.601189],[8753837893.241325],[7179199521.303884],[5586090019.472378],[4033244747.75032],[2595568266.588255],[1366346288.768499],[460952325.4227946],[19944318.842568383],[213427944.43838537],[1245628529.4439535],[3359737855.992838],[6844474645.240683],[12039916588.970043],[19345436413.899387],[29227706259.789978],[42229909269.59979],[58983612162.22251],[80217429163.30528],[106773237266.3452],[139620342305.80823],[179868991221.359],[228790930359.56607],[287838564754.0323],[358670654830.5891],[443167268912.4113]
[538659309928.4035],[442270268947.88696],[360743553831.39435],[292211864903.70575],[234503367514.03912],[186644239673.68063],[146771437771.04846],[114065950172.34085],[87361523099.81076],[65782773679.44723],[48476701787.90809],[34780320086.9138],[24163610943.391796],[16085906571.519543],[10084207619.405428],[5799362185.980851],[2907373879.923632],[1127849010.098471],[224225039.20232907],[4886344.512661899],[301816331.59239423],[978639460.8321996],[1919188852.9692147],[3035730000.2139416],[4248314425.959924],[5494989995.315795],[6729622483.884014],[7919704993.101624],[9029408388.015104],[10046415020.687983],[10950596888.091932],[11741198780.349102],[12408683226.255987],[12953583380.37724],[13378637480.70607],[13689064247.278053],[13889023216.824936],[13985064252.307226],[13988253221.765625],[13904476461.132149],[13741931847.699284],[13511195794.672932],[13220305717.383743],[12877238881.012917],[12489420867.390192],[12064687137.404366],[11610855222.086544],[11134392004.77367],[10640713104.64491],[10135607168.193542],[9624515124.58153],[9111443846.328287],[8600529246.975384],[8095210976.3023815],[7598593944.321832],[7113182575.100795],[6641181371.181821],[6184441144.474893],[5744445065.338447],[5322181575.196546],[4918678037.947927],[4534575885.591592],[4170026926.5949054],[3825368669.2947526],[3500491731.4920516],[3195298792.0422316],[2909409239.948178],[2642401338.0596204],[2393769471.8302565],[2162968257.90551],[1949256763.9485955],[1751923396.0313559],[1570236118.809711],[1403431369.3100052],[1250693267.2714143],[1111220397.6964226],[984224442.4855311],[868905988.2799385],[764492666.6520331],[670221433.7068267],[585361853.5155243],[509191372.15654784],[441034724.7384855],[380244147.11568636],[326197847.83593184],[278314609.0544291],[236048050.47429466],[198884597.605202],[166352422.0424656],[138011293.098528],[113459340.58320262],[92332800.17000163],[74302668.8051312],[59076748.34336591],[46396737.17525185],[36041612.51697211],[27824673.550869185],[21592847.253758755],[17228403.061396632],[14646736.255862545],[13797710.601780001],[14664433.163493605],[17263938.215825543],[21646805.613074712],[27897288.768266063],[36134277.86792179],[46509475.07984707],[59211160.86749635],[74460335.8937804],[92514805.20176074],[113666827.18041797],[138245166.20251894],[166615266.12190795],[199178570.92364356],[236372618.91150302],[278672789.6845147],[326588906.52635694],[380669148.09016746],[441496575.8047305],[509686433.738734],[585889387.7393013],[670786239.6244012],[765087774.0551167],[869528562.7760788],[984868949.0893607],[1111883508.78279],[1251365411.4677052],[1404109194.904545],[1570918564.687135],[1752580064.6088612],[1949869662.2716715],[2163542903.2099295],[2394303296.6799746],[2642829281.748426],[2909701720.4965186],[3195451169.4393377],[3500487980.6421375],[3825130969.774411],[4169549250.4116273],[4533751173.7284565],[4917572676.573849],[5320641304.107131],[5742355951.899871],[6181849789.53427],[6637975677.623002],[7109253950.601766],[7593886632.321786],[8089689646.953902],[8594015752.51747],[9103899349.993364],[9615776653.728985],[10125736874.114927],[10629224796.437849],[11121291530.837118],[11596389959.549482],[12048376208.350716],[12470744971.87847],[12856340405.70455],[13197667157.47998],[13486647501.357033],[13715059259.523134],[13874294893.872553],[13955735578.679424],[13950709767.685722],[13850914786.667927],[13648452146.238237],[13336330401.534355],[12908672031.419382],[12361280778.563896],[11692034963.95082],[10901490748.31041],[9993819247.363771],[8977346277.441795],[7865796861.091381],[6679252085.611287],[5445413783.411172],[4201278678.975038],[2994728785.5290785],[1886574936.61651],[952767330.9274536],[286871222.7819157],[3158452.3804246],[239794321.0731651],[1162594467.639048],[2969115700.41053],[5893958217.284229],[10213264501.681543],[16251521233.48277],[24387744967.55904],[35064239138.08012],[48792585419.85702],[66167391361.45438],[87871656001.94304],[114693099925.29066],[147535089025.54318],[187433475144.70593],[235567848069.3683],[293287850382.59814],[362124951673.81305],[443824612285.2808],[540356289238.67053]
[637860413281.9812],[529930400859.7236],[438105786862.14215],[359657678252.02515],[293562257343.73804],[237906646759.2761],[191149257664.62527],[152134751695.6836],[119847026163.06636],[93203737175.39507],[71504724985.47755],[53887248779.697586],[39810291117.2842],[28664215125.762913],[19997136517.636314],[13389929455.36339],[8452353663.111289],[4925492407.796111],[2521751355.7905927],[1018405888.1828468],[232600319.39335522],[522291.1565240599],[190825340.22185984],[691808137.617946],[1410382655.8909953],[2270133736.444402],[3211230747.6920276],[4185105558.939443],[5153055727.938295],[6085895429.213868],[6959662151.832823],[7759019610.436074],[8472185731.621675],[9092381944.333092],[9617446235.954996],[10046304472.834936],[10381480320.170912],[10623973913.131338],[10780343941.5032],[10856622203.535124],[10857761439.529053],[10791031927.99676],[10662795250.888979],[10480229327.906523],[10250441031.262604],[9979066791.84126],[9674243432.081974],[9340138262.968647],[8983543684.269922],[8608714223.760506],[8221356228.495323],[7825432371.309648],[7424555027.047665],[7022919877.732611],[6623036785.064499],[6228156355.685924],[5840106080.34203],[5461351939.667545],[5093505468.006391],[4737794532.889639],[4395495679.338465],[4067334573.812682],[3754142162.1092525],[3456264611.712363],[3173904144.158455],[2907241742.179075],[2656266856.14033],[2420730787.3187547],[2200429486.5062575],[1994934530.747444],[1803880462.7579386],[1626743794.9104147],[1462980875.2641337],[1312012405.9716926],[1173239662.7792132],[1046026366.1843677],[929745000.9517517],[823753170.5266908],[727422075.3261338],[640113316.0811675],[561214763.7873217],[490130000.83892304],[426278553.1002534],[369104261.0641649],[318075596.55959314],[272686508.5326327],[232464418.48148644],[196957817.75017372],[165751628.93270814],[138458584.16531444],[114724071.27717443],[94221695.99758306],[76661020.14214174],[61779245.71443346],[49345943.80085665],[39162386.36557388],[31060618.974307574],[24903232.043253276],[20583100.17142414],[18024799.958187893],[17182778.09859703],[18041687.496564973],[20617039.225544404],[24954325.698697053],[31129813.680878486],[39250137.50072225],[49452841.07246274],[61905991.68766622],[76808980.69193442],[94391871.88023768],[114916478.03513831],[138675397.8623007],[165994503.11770257],[197226917.6297751],[232759895.21030128],[273011928.7131438],[318427186.55289876],[369484977.828287],[426688665.32150745],[490566784.94049454],[561678751.1919066],[640601209.1592594],[727931564.9193137],[824285250.0598143],[930288660.8523047],[1046575970.454517],[1173786858.7018836],[1312553394.3921673],[1463504160.267915],[1627236387.064625],[1804332357.5717337],[1995334298.857457],[2200724858.0192156],[2420946479.102862],[2656345065.479167],[2907187662.5869403],[3173647533.0118318],[3455751717.290456],[3753390985.226233],[4066316007.592999],[4394066167.214401],[4736004687.02557],[5091250823.841086],[5458654578.86682],[5836836550.008307],[6224086111.873636],[6618372877.794576],[7017329866.969871],[7418220634.683717],[7817911470.303183],[8212890120.977355],[8599196784.261747],[8972460016.999247],[9327893190.72399],[9660305477.179775],[9964017445.0188],[10233087717.760475],[10461217312.783453],[10641726286.982029],[10767917982.468859],[10832866407.680302],[10829767133.432367],[10751992110.247917],[10593296423.026085],[10348124932.830809],[10011869353.649694],[9581210682.177982],[9054512505.157434],[8432415236.30197],[7718308201.669168],[6919057617.756165],[6045759518.217868],[5114703445.062459],[4148379986.498819],[3176795575.5144935],[2238612274.507003],[1383133081.404193],[671661927.1896908],[180046074.1028716],[699322.2913717297],[245424792.0348539],[1048419367.4199533],[2569681467.5476403],[4999059869.677225],[8560064118.654391],[13515796682.946777],[20173101765.05286],[28890401048.944515],[40082593445.53319],[54230272691.088806],[71889234355.863],[93697341181.98795],[120387851305.0789],[152799263839.17844],[191890939195.9698],[238757434649.1754],[294642372270.901],[360959998228.42004],[439315560015.3574],[531522785812.59076],[639636743629.9624]
[737023614007.44],[618456512840.5175],[516314728592.058],[429079077513.62823],[354637151589.93115],[291413534798.45404],[237941258512.03836],[192720293085.68286],[155012809626.31635],[123428226066.63849],[97282057974.40056],[75754945840.65576],[58149754438.445],[43902035213.93914],[32493664340.729332],[23451649550.917133],[16409190225.576582],[11028344337.579014],[7013111005.902935],[4121173467.664937],[2142784054.3445563],[894778177.4027576],[222809262.27113992],[2005858.7148193074],[122904256.12511666],[494307580.0957339],[1043841517.6068897],[1710000064.1830723],[2442457327.2278223],[3203115652.687994],[3962600725.829722],[4691756551.584248],[5377205144.125346],[6004445509.877279],[6564413003.493228],[7051299432.113239],[7463027066.7412815],[7798915520.626371],[8060207091.312678],[8249632232.81465],[8371910717.10003],[8429306626.178632],[8428542939.685006],[8374071586.815546],[8271379572.010884],[8126650799.415149],[7944523924.369505],[7729973398.55152],[7489404241.734977],[7226135690.700481],[6945139157.062805],[6650628289.460884],[6346281455.498648],[6035441686.121212],[5721333950.891097],[5406593839.317592],[5093936329.182468],[4785143429.405143],[4482330751.332584],[4186895251.030104],[3900271666.747918],[3623474749.625909],[3357353453.068103],[3102587001.992732],[2859679607.5605383],[2628940190.4566865],[2410532890.4341683],[2204526979.222099],[2010866370.0701406],[1829371442.6603522],[1659853219.605005],[1501979422.0727754],[1355382269.9045415],[1219680220.3753805],[1094418154.7269585],[979136568.602601],[873345202.7964574],[776535683.1529778],[688193864.2334813],[607831743.5775512],[534924473.4961383],[468988612.9963027],[409534065.4323674],[356092599.04659325],[308214041.22532344],[265463749.85273936],[227433712.7413555],[193735089.6062682],[164005816.93576404],[137907989.0959279],[115129427.67340083],[95383959.00936195],[78413313.04013412],[63985638.40071783],[51896217.3260604],[41967998.97814521],[34050416.67427227],[28021296.854685005],[23785077.88938143],[21273655.270158783],[20446362.670561366],[21289591.086208202],[23817035.774391785],[28069660.06806086],[34115488.896440685],[42050230.24860358],[51996485.895164534],[64104231.862406135],[78550960.83763926],[95541458.68338905],[115307512.06159711],[138107750.3345291],[164227507.07757425],[193979439.75600582],[227700835.19404984],[265754464.88958383],[308528051.34812427],[356430454.62154704],[409894203.68321365],[469369890.86425],[535326989.96498585],[608248406.9309095],[688630091.6105162],[776976232.2108057],[873792410.4927566],[979586390.2229096],[1094860179.369315],[1220100203.124907],[1355773656.039307],[1502321849.2639132],[1660147366.7926567],[1829608214.010633],[2011002695.5565937],[2204562923.245337],[2410440730.5318017],[2628688183.120724],[2859247798.5099645],[3101939024.622481],[3356434188.132453],[3622249490.223796],[3898711878.40615],[4184967817.82521],[4479934310.154054],[4782289638.470332],[5090469783.461814],[5402622931.748801],[5716603284.417102],[6029978488.145133],[6339968615.304655],[6643463546.552503],[6937047694.894946],[7216916226.25083],[7478998046.902403],[7718791209.911144],[7931600558.588142],[8112406847.985185],[8255982082.671089],[8356954620.949394],[8409846862.13799],[8409265386.355912],[8349927141.08543],[8226908786.659357],[8035779980.935272],[7772868942.376217],[7435572430.263697],[7022605753.985715],[6534529600.627289],[5974083482.221412],[5346809269.648851],[4661703693.807407],[3931834865.6764054],[3175358738.997151],[2416397471.208276],[1686126400.7614374],[1024211636.8830763],[480109635.83756644],[114907517.33366445],[3077679.190944524],[234777377.2613467],[918245178.9490829],[2182550545.2466965],[4180779448.8757033],[7093686747.163911],[11133197135.010708],[16547669662.52163],[23625988686.31629],[32704148615.468533],[44170567750.97701],[58474217666.993805],[76130739806.7526],[97733629576.27316],[123961849211.20966],[155591445861.846],[193508622491.17554],[238719331733.24265],[292371155015.45575],[355763467245.08417],[430365786989.40405],[517842803899.4196],[620070608451.6954],[739169104195.5452]
[835362807232.6143],[706364748859.7578],[594593560058.3936],[498937295018.1389],[416455025802.2736],[346327271643.79504],[286116275516.166],[235105244622.6142],[191951845999.77316],[155591852473.47992],[125104291145.3035],[99664257420.53276],[78590612516.13383],[61230933260.53746],[47042259895.17417],[35553924729.26384],[26341310156.99118],[19051510815.915676],[13353301777.251232],[9004994705.712648],[5750800159.792934],[3404222155.178323],[1790593713.9805214],[763903190.4823474],[203207434.92630965],[4421903.391820825],[80475415.93665114],[359882069.3141225],[781323336.2789885],[1298592796.0563939],[1869881530.6838293],[2464480082.631397],[3057209559.1025977],[3629895213.2989526],[4166569241.5632157],[4657684062.345],[5095902353.443666],[5477143901.370877],[5798468761.701697],[6060782752.045931],[6263845689.857261],[6410659640.582845],[6503760211.082148],[6546788754.836462],[6543464184.553628],[6498605174.041937],[6415832502.955663],[6299861702.561623],[6154983913.216536],[5985034636.756433],[5794366882.682995],[5586557567.991123],[5365122207.023208],[5133279098.294488],[4894016577.429319],[4650119255.175983],[4403649295.3321905],[4157216890.534459],[3912573709.248218],[3671326851.666193],[3434980088.5945363],[3204739429.719907],[2981572999.759155],[2766328267.5361805],[2559678343.8161035],[2362043331.008548],[2173877295.3856277],[1995349854.8307762],[1826596554.4258528],[1667641159.007616],[1518413529.5401144],[1378787560.619416],[1248529136.9139452],[1127415461.9478264],[1015145773.1397623],[911372194.0833504],[815749851.8249878],[727890561.2210714],[647399582.1830676],[573882862.3925838],[506930359.8724422],[446145104.88255167],[391125212.68308914],[341481775.1923545],[296836703.7169885],[256823749.76109034],[221096268.967236],[189321289.9991868],[161186766.46468318],[136401278.34691128],[114693064.94182888],[95812681.94185118],[79533908.51761632],[65652896.99703208],[53989889.84931466],[44387964.23737693],[36714415.97421595],[30860590.178020425],[26741883.892251335],[24297758.571199052],[23492088.043405976],[24312727.144992482],[26771841.300756495],[30905779.774781913],[36775076.20791131],[44464557.58305638],[54082985.15371201],[65762772.67877788],[79661036.79262476],[95957588.7232227],[114856152.9283297],[136583378.229339],[161388379.18438843],[189541718.55151063],[221336526.44760182],[257083509.75999263],[297114272.02702063],[341778472.6861099],[391439498.10992473],[446475363.017683],[507274995.23584646],[574236007.8859111],[647760440.1823075],[728251683.2799793],[816110440.8941232],[911728664.6698161],[1015483196.1859547],[1127733734.9539366],[1248812520.92707],[1379010071.9324324],[1518585505.7160118],[1667733448.7245255],[1826595682.6175015],[1995232686.512146],[2173620029.501638],[2361638686.6901307],[2559051889.5889177],[2765512222.4833446],[2980509996.2291074],[3203389242.828059],[3433326819.350451],[3669307220.0729775],[3910116743.97108],[4154317954.124967],[4400242796.411379],[4645993989.491083],[4889385439.452659],[5127993804.732231],[5359130113.791617],[5579804101.449536],[5786769844.546148],[5976532584.476417],[6145345316.591484],[6289253260.952107],[6404108350.310776],[6485638060.644774],[6529538363.01753],[6531466752.159583],[6487272770.65247],[6393000942.4582615],[6245134182.851839],[6040767559.219624],[5777784118.529904],[5455196483.0112705],[5073403627.671532],[4634638370.501326],[4143295610.6499496],[3606577980.6293325],[3034921973.1962795],[2442900911.418992],[1849792000.952573],[1280600408.6902628],[767113982.0760667],[349028278.1571845],[75335261.988455],[5858418.986515236],[213011827.56874532],[783772434.5009571],[1821881426.1865957],[3450554100.326114],[5815065969.843],[9086194499.414104],[13463662290.508886],[19180653166.942986],[26507108681.370235],[35756718060.398346],[47291139420.30664],[61526891310.61714],[78941861503.84679],[100084688979.60176],[125581588041.21492],[156147726712.59344],[192596909965.69672],[235855220924.0614],[286971334452.49774],[347136198884.1061],[417692472506.247],[500161415543.22687],[596252635829.6865],[707899666987.0131],[837263541535.8325]
[930641498391.622],[791984643318.9727],[671559609701.8262],[567882317294.3762],[478081050781.4742],[400964756656.82837],[334851812751.186],[278184746979.5688],[229870363656.9797],[188976423969.54053],[154233869218.4051],[124996856641.41528],[100523156892.16422],[80091909106.10857],[63173476118.60154],[49224011153.5625],[37834074997.95903],[28612674907.013885],[21218747892.14811],[15356940257.29261],[10783294663.09598],[7284633019.243931],[4665878223.9388275],[2775953002.25783],[1471569225.9099054],[638534949.7898054],[177340516.82747835],[5977936.661323462],[55136337.31150586],[266584034.04023343],[593038213.4999934],[994987961.4909945],[1440944213.6070118],[1906029328.1742125],[2370144138.7863564],[2817764776.5996428],[3237703614.046705],[3621502065.574083],[3963735178.0916786],[4261063250.641502],[4511101951.541707],[4714551542.9223385],[4871523317.433523],[4984122198.604777],[5054627736.531261],[5085734059.333176],[5080729506.641716],[5042776788.6754055],[4975516701.425637],[4882260399.143935],[4766494871.07485],[4631478212.36577],[4480357518.476477],[4315860917.326302],[4141145686.467248],[3958450549.203367],[3770207212.811954],[3578508550.895856],[3385403526.2820506],[3192356506.3060317],[3001016678.791675],[2812606320.6334777],[2628253846.4913282],[2448846162.531061],[2275244440.7675343],[2107995133.9977045],[1947626511.5688663],[1794503027.0710356],[1648890553.045631],[1510928995.203248],[1380714079.119036],[1258231268.664282],[1143408619.8664544],[1036132731.2867856],[936238393.394139],[843484099.7685069],[757638388.2264575],[678432059.8767918],[605570796.4430609],[538753531.0263249],[477660296.3236013],[421975585.809384],[371375637.78140205],[325545210.22993505],[284173426.343852],[246956945.7515551],[213604964.05840224],[183835391.8386051],[157383616.70699945],[133999889.15756598],[113451314.53349116],[95523032.66901007],[80018146.98072928],[66760152.4264813],[55591711.269236505],[46375528.37024332],[38996064.084744796],[33357073.541153386],[29384452.644579645],[27025034.573403686],[26246706.685126744],[27038884.236681126],[29412275.700298388],[33398964.23094103],[39052167.03780453],[46446355.13230971],[55677158.449771464],[66860814.12065755],[80134336.4021739],[95655024.9177759],[113599493.82127345],[134164284.45659979],[157564386.82889068],[184032718.1492238],[213818267.6266664],[247186873.00588474],[284418237.2623848],[325803281.7643034],[371646085.958492],[422256053.62058693],[477951054.94628525],[539049388.7529258],[605870184.5410247],[678727191.1499056],[757924506.4549711],[843752165.3624607],[936481610.1524642],[1036354935.2440104],[1143588663.9571207],[1258351291.4090002],[1380767303.9766207],[1510904028.3522089],[1648765610.233554],[1794268079.457349],[1947256081.7440457],[2107464007.8481338],[2274519978.47063],[2447936133.7024083],[2627074859.633849],[2811162775.5153303],[2999265670.144833],[3190275603.340217],[3382895441.297536],[3575640838.0058517],[3766819973.709579],[3954531164.261376],[4136655586.073073],[4310850601.931044],[4474577772.954153],[4625064164.479296],[4759365808.248602],[4874336289.478214],[4966717178.083555],[5033123078.081066],[5070115220.91413],[5074252078.536801],[5042211856.156229],[4970874358.2264185],[4857424295.925211],[4699496201.354642],[4495436701.776947],[4244384691.366246],[3946662047.334075],[3604004492.8631167],[3219883985.244746],[2799982888.820676],[2352654948.138822],[1889430691.3861573],[1425680910.8790038],[981351932.6147223],[581798279.922834],[258746218.2501214],[51323170.859019205],[7394709.7348213475],[184905585.99958965],[653494651.0927529],[1496325367.4432223],[2812081451.057703],[4717338709.59688],[7349078877.785747],[10867651304.903345],[15460158807.235329],[21343846371.606483],[28770715014.759995],[38031078571.06803],[49460422117.03422],[63443429867.75942],[80420738189.02771],[100897409772.74785],[125449403700.75975],[154732097301.39188],[189491604434.11758],[230573955223.5894],[278937948167.4509],[335668592030.3925],[401991363085.0243],[479288006708.36],[569114262510.4446],[673218898370.4834],[793574493497.2214],[932381225490.0474]
